CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
734c5460,11040,29.1,308,5280,237,18,30,10.8,273,1.043,Highly Undersaturated,7500,Very Strong,0.296,0.81,3870,0.187,3610,2220,51.6,58.2,1144.46,12602.95,27661,8166.59,24,0.6,NA,0.85,0.31,NA,NA,88,124,47.3,NA,1247000,0,634700,0,4,1,NA
1a6d302f,7650,29.6,77,3700,234,38.6,760,0.3,3371,1.336,Undersaturated,72500,Strong,0.144,0.62,330,0.294,210,180,30.9,44,56.46,0,351138,0,6219,0.3,NA,0.64,0.2698,NA,NA,1,NA,21.5,21000,0,100,0,NA,10,2,43975.131161127356
7dc702b8,10070,26.6,98,5340,216,NA,20,8,87,1.032,Very Highly Undersaturated,3800,Strong,0.298,0.69,1440,0.164,1330,550,38.1,42.1,208.07,466.78,2982,0,14,0.46,0.248,NA,NA,NA,NA,9,11,46.2,65000,104200,0,0,NA,5,0,NA
91ae3743,3330,15.5,283,1820,149,42.2,350,0.9,1134,1.114,Undersaturated,58900,NA,0.156,0.72,140,0.26,90,410,57.1,63.4,234.05,626.51,61385,894.22,262,0.68,0.25,0.96,0.31,2.14,2.234,NA,NA,46.5,47000,55800,0,81600,0,21,12,NA
7634ee88,4910,13.3,52,3310,136,27.9,750,1.6,3237,1.25,Near Saturation,111100,Weak,0.152,0.57,80,0.398,60,40,34.1,40.3,14.54,43.62,8202,61.78,564,0.6,NA,NA,0.24,NA,NA,NA,0,38.6,3600,4500,NA,5600,0,NA,NA,38598.80511155979
840699cc,5160,3.4,208,2610,157,17.3,NA,NA,1114,1.052,Near Saturation,NA,Medium,0.187,0.72,340,0.387,190,70,22.3,NA,16.23,65.16,1562,0,96,0.52,0.2753,NA,0.308,NA,1.97,4,NA,22.2,7000,17900,0,0,NA,4,0,109615.4732869516
bf1dd8f1,2210,21.1,73,2150,133,43.9,520,0.8,NA,1.156,Undersaturated,81600,Weak,0.134,0.76,90,0.282,60,160,53.6,56,86,325.38,45149,433.52,525,0.67,NA,0.9323,0.46,NA,NA,NA,1,41.7,17000,30500,0,NA,NA,49,NA,9069.720435038693
c5001dd4,9420,16.3,119,4380,235,25.2,120,2.1,651,1.06,Undersaturated,21900,Very Strong,0.266,0.64,1020,NA,930,410,52.2,NA,212.78,515.79,19783,0,93,NA,NA,0.827,0.2013,2.2,1.607,6,11,53.8,39000,62800,0,0,0,6,0,83067.54482760443
514b04b3,11080,NA,137,5720,NA,27.2,380,1.7,2274,1.14,Near Saturation,38500,Medium,0.263,0.58,310,0.233,270,320,27.1,NA,85.37,26.06,30815,0,361,NA,0.2438,0.8942,0.25,NA,NA,2,NA,55.2,24000,4500,0,0,NA,8,NA,NA
60a114fb,6340,11,127,3350,173,21.4,250,6.8,NA,1.09,Near Saturation,85100,Medium,0.146,0.68,230,0.365,130,110,23.4,NA,24.85,12.52,8904,0,358,0.47,0.2816,0.7432,0.3034,NA,2.38,2,2,49,12000,3300,0,0,0,NA,0,66673.10418032244
26312243,2580,8,441,NA,125,16,130,65.5,1636,1.05,Near Saturation,119800,Weak,0.121,0.75,160,0.44,70,250,23.6,24.4,57.76,1089.43,7545,1152.39,NA,0.57,0.3199,0.6909,0.3251,NA,2.057,4,NA,58.4,28000,55500,NA,75000,0,9,5,57113.00412331475
8f1e239b,10830,15,53,5300,213,39.1,1360,0.2,4063,NA,Near Saturation,32700,Strong,0.227,0.53,280,0.196,230,110,43.1,50.6,47.72,0.13,331171,0,6940,0.22,0.2,0.9583,0.544,NA,NA,NA,NA,36.9,10000,0,0,NA,1100,12,3,37175.57448860316
d9b75df6,10140,10.6,414,4760,212,33.3,240,1,1050,1.1,Undersaturated,23300,Strong,0.282,0.43,770,0.2,740,520,52,55.8,272.39,801.64,48310,0,177,0.61,NA,NA,0.34,NA,2.45,12,NA,31.5,43000,138400,0,NA,0,5,0,86044.02377826744
250c76bf,3690,10.8,263,NA,152,35.1,290,1.3,1179,1.1032,Undersaturated,73000,Medium,0.136,0.7,230,0.317,130,230,21.4,NA,48.85,1.64,23364,0,478,0.4,0.25,NA,0.26,NA,NA,3,NA,14.3,24000,600,0,0,0,9,0,NA
38686a29,2800,17.6,142,1490,146,22.5,180,9.4,1137,1.062,Undersaturated,100200,Medium,0.125,0.69,200,0.4,100,190,13,13.1,24.29,1.67,11977,0,493,0.43,0.288,NA,0.398,NA,NA,1,2,13.2,15000,800,0,0,0,20,NA,NA
2b6e7cd5,6650,21,158,3200,189,26.5,210,3,1182,1.079,Undersaturated,62100,Medium,0.187,0.65,390,0.306,240,410,23,22.7,94.34,37.38,14561,0,154,0.41,0.253,NA,0.2399,NA,NA,NA,NA,39.4,35000,NA,0,0,NA,13,0,NA
fbb00d25,2020,12,353,1370,119,27.4,40,NA,121,1.022,Highly Undersaturated,55000,Weak,0.176,0.5,290,0.308,150,370,25.5,31.9,94.5,420.78,2642,521.54,28,0.49,0.3042,0.87,0.458,NA,NA,4,6,20.8,44000,84800,NA,131500,NA,15,NA,NA
bbb63ead,10230,19.3,145,5440,205,13.1,190,27.1,2406,1.079,Full Saturated,NA,Medium,0.244,0.71,310,0.386,220,450,23,25.8,103.97,779,14802,849.9,142,0.52,0.2829,0.69,0.255,NA,NA,2,4,47.1,55000,52600,0,54000,NA,11,4,39078.15752333951
d2975ae2,5120,38.9,361,3680,133,20.2,160,NA,1301,1.0511,Near Saturation,96600,Weak,0.188,0.71,170,0.386,120,1920,21.9,30.5,420.02,812.87,51552,1250.3,123,0.52,NA,NA,0.233,NA,NA,3,4,21.8,160000,170400,0,239000,0,26,19,17126.886781034857
1730646c,6600,16,145,3550,171,12.2,40,130.1,525,1.0343,Undersaturated,70500,Strong,0.197,0.71,680,0.377,380,270,18.5,27.3,50.75,174.81,1506,115.2,30,0.49,NA,0.897,0.2947,NA,NA,6,NA,15.7,30000,NA,0,34200,0,NA,1,83577.8765899397
66aae320,6830,19.4,166,3740,158,40.7,180,1.2,613,1.06,Highly Undersaturated,26300,Medium,0.271,0.77,260,0.196,220,880,18.4,21.5,161.65,1.43,25927,0,160,0.27,0.234,0.82,NA,NA,NA,NA,NA,53.9,99500,200,0,0,0,17,0,29359.74263009266
13486914,8110,9.6,148,3810,221,30.1,430,0.9,1901,1.16,Undersaturated,57100,Strong,0.201,0.62,330,0.273,240,200,40.9,39.8,83.37,34.48,36693,0,440,0.52,0.232,0.85,0.36,NA,NA,2,2,30.7,22000,5200,0,0,0,7,NA,62303.84871321897
4f650d85,9490,28.8,117,5220,179,27.7,460,1.9,2485,1.157,Near Saturation,67900,Medium,0.234,0.48,130,0.294,130,410,30.4,NA,125.5,132.73,43349,271.23,345,NA,0.259,0.84,0.2793,NA,NA,NA,1,25.3,35300,27100,0,34800,0,32,10,13612.172982722768
09539b90,8990,31.5,167,5010,168,16.6,100,39.4,979,1.05,Near Saturation,65300,Medium,0.281,0.65,300,0.325,260,820,10.3,NA,84.18,63.34,6358,71.65,76,0.39,0.27,NA,0.39,NA,1.681,3,3,9.1,81300,42500,0,51900,NA,10,4,NA
a1adcc29,3840,30.3,358,2740,123,20,280,17.6,1997,1.0821,Near Saturation,112900,Weak,0.148,0.62,110,0.42,70,720,25.2,28.9,180.69,1045.4,37934,1243.44,210,0.57,NA,0.8679,0.39,NA,NA,NA,3,44.8,69000,82200,0,124500,0,NA,12,20525.29828996681
09827a61,8220,25.7,237,3950,194,43,360,0.6,1215,1.13,Undersaturated,21100,Medium,0.254,0.58,380,0.182,300,810,21.7,28.1,176.55,10.28,47532,0,269,0.34,NA,NA,0.1822,4.701,NA,NA,NA,16.3,68000,2700,0,0,NA,14,0,32134.82025859994
19cd9638,7110,22,203,3520,186,32.2,340,1.3,1518,1.12,Undersaturated,61000,Medium,0.208,0.51,240,0.283,210,460,22.2,23.3,102.1,2.86,35616,0,349,0.38,0.24,NA,0.26,NA,2.38,NA,NA,26,45000,400,0,0,0,11,0,NA
d09204cd,11130,31.2,143,5890,220,37.8,1110,0.4,3979,1.406,Near Saturation,49000,None,0.254,0.7,120,0.223,NA,690,35.7,52.3,248.27,138.92,207065,473.84,834,0.49,0.257,NA,0.3565,NA,NA,NA,NA,19.6,56000,51500,0,75300,NA,27,15,17129.611561854836
98169c93,11070,15.4,60,5610,225,30.6,160,1.3,763,1.07,Undersaturated,9200,Strong,0.286,0.73,660,0.17,NA,200,42.4,42.3,85.43,180.49,10192,0,NA,NA,0.224,0.934,NA,4.36,NA,NA,NA,51.8,23000,35400,NA,NA,0,6,0,80361.18071137753
27092890,6770,19.1,336,3980,160,39.7,660,0.7,2134,1.2186,Undersaturated,63700,Weak,0.237,0.49,130,0.252,130,690,44.1,46.8,304.75,905.05,151409,1272.59,497,0.58,0.2404,0.668,0.551,NA,2.396,NA,3,43.4,74400,84900,NA,NA,0,20,10,21709.197368882596
b09639b9,10920,7.6,142,5240,236,23.9,200,2.7,1342,1.0885,Undersaturated,28000,Very Strong,0.272,0.69,1070,0.228,1080,200,44.7,NA,91.44,808.37,13441,0,147,0.56,NA,NA,0.3028,NA,NA,8,17,44.8,17000,100000,NA,0,0,4,0,NA
cd25f37f,11120,26.2,228,5050,234,15.9,170,6.9,1796,1.0858,Near Saturation,35200,Very Strong,0.224,0.45,2750,0.276,1660,640,47,55.5,300.9,1792.11,37417,1222.31,NA,0.61,NA,NA,0.2653,NA,NA,NA,NA,35.7,59000,223200,0,134200,0,5,1,86202.729302285
837b7d0b,4310,23.1,175,2260,160,31.3,350,NA,2042,1.161,Undersaturated,98000,Weak,0.12,0.72,200,0.371,110,360,40.1,NA,143.4,657.24,50252,825.95,350,0.62,NA,0.7926,NA,NA,NA,NA,3,51.2,27000,49100,0,66300,0,19,8,NA
8cf29696,2600,24.3,277,1970,121,13.5,10,851.3,88,1.019,Very Highly Undersaturated,56200,Weak,0.22,0.62,460,0.349,230,790,11.1,12.7,88.04,1554.43,714,1636.85,8,NA,NA,0.8111,0.258,NA,NA,5,NA,37.9,47300,127800,0,NA,0,16,7,30869.64408175627
34e4680b,6860,13.6,303,4340,134,34.1,400,2.2,1766,1.1216,Undersaturated,80400,Weak,0.23,0.75,140,0.315,120,650,35.8,38.4,234.28,1068.13,70126,1326.78,299,NA,NA,0.81,0.51,NA,1.75,3,4,46.7,69200,80800,0,115800,0,13,7,39074.93909076617
24df2a0b,8940,14.3,105,7240,200,44.1,2300,0.2,6579,1.79,Near Saturation,91900,None,0.132,0.74,50,0.286,40,150,51.4,55.1,74.69,3.74,2833231,71.79,37935,0.45,NA,0.87,0.336,NA,2.97,0,NA,41.8,16000,1100,200,15200,8500,13,11,NA
15e4dbb2,10320,19.1,70,5130,235,18.7,110,7.4,970,1.061,Undersaturated,29100,Very Strong,0.26,0.52,960,0.243,700,220,30.2,32.8,66.5,159.48,5432,0,NA,0.46,NA,NA,0.283,NA,NA,2,NA,24,27000,33100,0,0,0,6,0,85761.17616550473
7e130af6,2450,19.6,142,1910,130,30.5,280,3.1,1738,1.0927,Undersaturated,112900,Weak,0.114,0.53,190,0.415,90,130,39.3,45.1,52.62,215.47,14879,276.09,283,0.65,NA,0.9114,0.37,NA,NA,NA,2,28.6,14000,28900,0,38600,0,17,8,29567.854952265043
1bbe6c9b,10010,22,52,4800,230,38.6,670,0.4,2440,1.2498,Undersaturated,NA,Medium,0.241,NA,370,0.208,290,210,31.5,37.8,66.2,2.67,36161,0,546,NA,NA,0.8361,NA,NA,NA,NA,1,22.3,17000,800,0,0,0,9,0,55306.75561404205
2b852ab2,4930,29.6,439,2310,173,15.4,60,56.5,660,1.04,Undersaturated,79000,Strong,0.185,0.56,630,0.381,350,1190,22.9,26.1,273.22,1733.33,12615,2012.23,46,NA,0.2806,NA,0.4155,NA,NA,10,21,36.3,123000,169300,0,195600,NA,10,4,51543.882401646115
09692c06,9530,20.1,299,5020,207,34.4,NA,1.9,520,1.05,Highly Undersaturated,12600,Medium,0.269,0.59,510,0.181,430,930,30.2,34.6,280.05,199.46,22678,0,81,NA,0.25,0.824,0.5593,3.009,NA,6,NA,38.3,110000,43800,0,0,0,7,NA,70729.91085579437
abf9d2f4,1980,33.3,247,1260,119,16.4,80,142.8,729,1.03,Undersaturated,113200,Medium,0.144,0.69,160,0.433,80,610,11.2,NA,68.27,161.37,4023,241.77,59,0.5,0.31,0.7941,0.325,NA,NA,3,NA,9.2,62000,121300,0,214400,0,33,27,14505.813035729807
9dc96306,6930,10.1,201,2690,207,17.1,250,7.8,NA,1.11,Full Saturated,96200,Very Strong,0.132,0.44,670,0.405,330,80,36,35.1,28.81,432.81,5326,311.96,185,0.6,NA,NA,0.49,NA,NA,NA,NA,47.2,9000,NA,NA,20900,NA,4,1,121149.00931871234
864fd4f9,6830,29.8,90,3140,198,38.7,90,1.4,278,1.04,Highly Undersaturated,16700,Strong,0.273,0.71,740,0.19,650,540,35.2,41.3,190.09,92.64,12231,0,64,0.45,0.2234,0.722,0.321,NA,1.766,3,NA,33.2,46000,17300,0,0,0,14,0,30797.014021680974
6070f50a,5080,42.7,131,NA,150,40,710,0.7,2380,1.242,Undersaturated,86100,Weak,0.168,0.63,140,0.318,100,490,44.6,47.8,219.65,508.48,116910,782.86,532,NA,0.256,0.847,0.133,4.403,2.36,1,NA,36,54200,63600,NA,80500,NA,41,NA,11129.748982639001
62a64001,1480,17.3,286,970,115,26.2,80,14.9,383,1.028,Highly Undersaturated,102000,Medium,0.154,0.84,190,0.405,100,490,9.3,13.5,45.15,2.07,2455,0,54,NA,NA,0.93,0.529,NA,2.02,3,6,16.1,35600,500,0,0,NA,21,0,22223.370774061186
0b852e9b,10420,13.7,283,5360,218,21,190,NA,1495,1.08,Near Saturation,45900,Medium,0.272,0.84,450,0.27,370,940,31.1,31.5,292.34,349.45,40868,0,140,0.47,0.25,0.874,NA,NA,NA,10,NA,38.2,NA,85300,NA,0,0,7,0,NA
c17a1a79,7240,16.6,114,3720,181,33.4,620,0.8,2491,1.22,Undersaturated,73700,Medium,0.172,0.67,160,0.302,100,250,16.8,18.7,42.1,0.21,64315,0,1527,0.36,0.25,0.6693,0.243,NA,2.324,1,NA,23,28000,100,0,0,0,17,NA,26781.926538655534
4a5041a7,9800,29.6,126,5130,200,21.7,20,13.4,120,1.034,Highly Undersaturated,7800,Strong,0.296,0.69,1490,0.183,1280,840,28.6,31.2,239.34,644.27,4254,0,18,0.4,NA,0.74,0.263,NA,2.154,11,NA,28.8,93000,153200,0,0,NA,6,0,73460.43425743701
d5e8b4f0,10700,14.9,319,5610,219,36.8,140,1,551,1.065,Highly Undersaturated,5200,Medium,0.282,0.62,540,0.159,NA,840,40.8,42,340.91,121.23,34595,0,NA,NA,0.2382,0.99,0.202,2.68,NA,7,12,43.6,93000,25600,0,NA,NA,7,0,68185.80382221179
c37f4456,3160,16.8,156,1870,141,37.1,340,1.1,1709,1.145,Undersaturated,97000,Medium,0.122,0.8,120,0.364,70,220,39.2,52.1,84.47,56.13,29106,159.16,345,0.62,NA,0.94,0.18,NA,2.042,1,NA,17.5,16000,34300,0,58800,NA,23,12,20455.613693026775
640af2a7,10800,NA,132,5630,213,40.1,510,0.5,1846,1.184,Undersaturated,17000,Medium,0.274,0.5,210,0.172,200,140,34,NA,46.97,4.16,18836,0,401,0.38,NA,0.99,0.5059,NA,NA,1,NA,56.8,17000,600,0,0,0,6,NA,73039.25195171905
0d299c3d,2450,18.4,51,1700,107,15.4,170,99.3,1647,1.051,Near Saturation,119600,Weak,0.125,0.6,170,0.441,80,60,15.2,19.1,9.57,114.05,1185,124.56,124,0.53,0.324,0.865,0.127,NA,1.5,0,1,40.8,5000,8900,NA,13300,0,20,8,21394.96037049248
d135f620,6970,13.6,346,2910,220,21.7,340,2.6,2264,1.1356,Near Saturation,85200,Strong,0.157,0.65,400,0.363,300,420,8.5,NA,35.82,0,124575,0,3478,0.33,NA,0.9635,0.48,NA,NA,NA,NA,14.6,42000,0,NA,0,2400,8,NA,52518.57155862381
f6ed5966,5630,10.9,447,3500,139,14.7,NA,341.9,196,1.02,Highly Undersaturated,51900,Medium,0.253,0.54,580,0.331,350,620,16.5,20.3,102.71,1444.89,1663,1452.4,16,NA,0.31,0.84,0.18,NA,1.533,NA,19,38.7,46800,114200,NA,NA,0,7,2,61064.10993579193
aff77b00,10390,27,151,4980,227,19.6,110,4.2,800,1.062,Undersaturated,22500,NA,0.274,0.51,1260,0.22,NA,610,33.2,43,201.32,271.41,16688,0,83,0.47,0.227,0.9662,0.24,NA,NA,NA,NA,15.7,64000,90300,0,0,0,6,0,73480.00868590898
e37d4aaa,4410,29.6,290,12460,169,42.7,5920,0.6,11330,1.21,Full Saturated,123400,Weak,0.101,0.62,50,0.435,NA,430,44.7,NA,192.92,363.59,9529149,689.58,49393,NA,0.245,NA,0.234,NA,NA,1,1,43.1,36000,50800,700,159100,82300,56,51,NA
f1415c50,11560,26.3,269,5840,238,41.1,1410,0.2,3878,1.545,Undersaturated,3900,Medium,0.293,0.51,220,0.151,220,1220,26.2,42.5,320.99,0.01,1056194,0,3290,NA,NA,0.84,0.48,NA,NA,2,NA,12.2,117000,0,300,0,NA,24,NA,NA
63771660,10460,30,450,5080,263,16.7,50,14.5,534,1.05,NA,16600,Very Strong,0.254,0.65,2130,0.227,1580,2580,25.9,39.2,668.3,1791.27,24282,559.68,36,0.42,NA,0.79,0.4972,NA,2.243,66,NA,14.2,213100,891800,0,222300,0,5,1,100722.47956128325
dc1c0c3a,3440,15.1,95,2270,131,36,270,2.7,1152,1.081,Undersaturated,90500,Weak,0.17,0.7,150,0.351,110,160,37.2,42.4,58.89,230.74,12115,295.53,206,0.59,NA,NA,0.3653,NA,3.21,NA,1,44,12000,20100,0,29600,NA,18,8,26358.467808907153
b81698ba,8490,20.6,353,4550,197,29.4,300,1.9,1575,1.108,Undersaturated,50300,Medium,0.202,0.74,240,0.265,180,930,19.1,NA,176.43,20.32,38788,0,220,NA,0.26,0.824,0.46,NA,1.946,5,NA,30.5,112000,4800,0,0,NA,10,NA,47108.98096719291
650a4537,7140,10.6,133,4280,192,40.5,970,0.3,3880,1.4287,Undersaturated,83300,Medium,0.146,0.47,100,0.303,70,80,49.7,52.7,41.21,87.51,39300,141.97,954,0.64,0.2299,0.93,0.23,3.999,NA,1,NA,35,10000,11400,0,12200,0,8,6,51815.33013173612
f439e6b8,10610,29.7,121,5370,234,16.5,40,19.6,426,1.04,Undersaturated,15300,Strong,0.281,0.72,1700,0.219,1350,710,24.3,33.2,172.55,451.2,4980,177.47,29,0.4,0.26,0.86,NA,NA,2.692,12,NA,12.9,59000,NA,0,63100,0,5,1,NA
e85d4dbe,10370,19.5,435,5660,200,34,420,0.9,1712,1.148,Undersaturated,25500,Weak,0.255,0.37,130,0.191,120,820,46.1,48.3,378.09,1437.02,120148,1858.7,318,0.56,0.2545,0.77,0.39,NA,NA,NA,NA,56.8,78000,93000,0,105700,0,30,10,13805.6392243132
057ad61a,4980,18.5,98,2420,161,17.2,80,40,724,1.039,Undersaturated,83100,Strong,0.211,0.78,470,0.378,320,200,30.6,33.9,61.07,431.38,3636,453.87,60,0.57,0.271,0.9,0.25,NA,NA,NA,4,55.3,15000,25300,0,24700,0,7,2,68472.4782889817
817c29f1,7360,21.7,96,3550,188,23.5,90,7.3,590,1.0464,Undersaturated,45700,NA,0.256,0.53,640,0.28,520,280,25.3,44.1,70.78,5.03,4820,0,68,NA,0.25,0.8689,0.15,NA,3.268,3,4,8.2,31000,9100,0,0,NA,7,0,66855.11402895291
333ec9b1,8710,6.3,301,5060,179,22.9,60,8.6,316,1.03,Highly Undersaturated,18500,Medium,0.283,0.7,380,0.203,310,430,30.6,30.9,132.91,112.51,5943,0,45,0.38,NA,0.97,0.424,NA,NA,7,10,54.3,39000,42600,NA,0,0,6,NA,73698.53882319876
4ab91d15,2430,23.5,281,1760,114,43.7,480,NA,NA,1.149,Undersaturated,NA,Weak,0.151,0.55,90,0.312,60,580,36.7,49.5,211.95,92.34,759028,295.85,3581,0.52,0.274,NA,0.282,NA,NA,1,2,40.8,36400,34500,100,105100,31800,49,34,9558.198085988572
9c1a3fb2,1250,NA,264,1840,103,24.5,230,13.1,1665,1.05,Near Saturation,124000,None,0.114,0.6,40,0.446,NA,210,6.3,25.1,13.3,0.92,2999,20.27,225,0.48,0.3277,0.6475,NA,NA,NA,NA,1,6.2,23000,6300,0,91400,0,39,NA,10739.986387150397
cd82b602,11500,19.4,169,5730,254,38.7,290,0.7,1270,1.117,Undersaturated,9000,Strong,0.292,0.79,790,0.165,820,780,49.4,49.2,386.04,909.91,84538,0,219,0.54,0.2021,NA,0.2804,NA,NA,NA,12,56.9,92000,118000,0,0,0,6,0,78180.70135988819
91456124,5350,30.9,375,3670,152,12.5,0,1438.4,21,NA,Very Highly Undersaturated,28400,Medium,0.276,0.7,1010,0.301,650,1940,14.3,14.3,276.44,5082.36,968,5075.08,4,0.4,0.3311,0.86,0.409,NA,NA,20,26,53.2,205100,342200,NA,300800,0,8,NA,61956.097723996936
817e2324,10690,6.9,43,5320,214,15.5,30,19.2,276,1.04,Highly Undersaturated,9900,Very Strong,0.29,0.75,2530,0.201,2090,60,38.5,37.2,24.33,408.33,487,199.61,20,NA,NA,0.899,0.4258,NA,NA,7,9,28.2,7000,66300,0,36600,NA,4,1,126882.40361393691
ba6768cc,7550,12.5,51,3720,189,13.2,20,95.7,NA,1.0322,Highly Undersaturated,45700,Very Strong,0.243,0.74,1930,0.345,1040,110,28.4,30.1,29.82,525.28,369,329.63,12,0.53,NA,NA,0.4816,NA,3.056,NA,7,40.8,11000,66700,0,NA,0,4,1,108515.01461641747
dab0be9c,8330,15.9,412,3740,214,17.9,300,5.3,2711,1.13,Full Saturated,82600,Very Strong,0.14,0.57,510,0.371,270,470,32.9,39.5,155.02,353.18,34722,243.33,224,NA,NA,0.87,0.266,NA,NA,11,NA,21.3,42000,78700,0,NA,NA,5,1,87532.7380785544
4e2a460a,5140,10.2,179,4170,147,18.5,430,8,NA,1.13,Full Saturated,118900,Weak,0.124,0.87,160,0.433,80,150,13.1,32.2,19.21,1.57,8172,18.26,NA,0.47,0.289,0.704,0.301,NA,NA,2,2,6.2,11000,3700,0,19600,NA,7,5,NA
077d82e0,2450,NA,381,1500,146,45.4,340,0.7,1341,1.15,Highly Undersaturated,66500,Medium,0.125,0.72,120,0.267,70,700,52.5,57,364.83,1113.32,123157,1550.18,338,0.65,NA,NA,0.46,NA,NA,2,NA,47.8,55000,101800,0,152700,NA,35,16,NA
38bb810d,9950,11.6,111,5170,214,42.7,490,0.5,1647,1.18,Undersaturated,14400,Medium,0.27,0.51,240,0.167,200,190,30.1,30.7,58.25,1.41,21915,0,376,0.34,0.2146,NA,0.3122,NA,2.715,1,NA,57.2,20000,200,NA,0,NA,9,0,52605.97244196106
1e173782,7750,16.2,109,3730,188,44.3,580,0.4,1807,1.209,Undersaturated,18200,Medium,0.243,0.77,230,0.17,200,340,27.5,27,94.65,0.4,69672,0,NA,0.3,0.206,0.891,0.186,NA,NA,NA,NA,58.4,31100,0,0,0,0,11,0,44610.76915645813
fb61ecd4,8630,26.8,348,4110,209,35.7,390,0.8,1730,1.15,Undersaturated,41600,NA,0.199,0.66,370,0.239,300,1180,28.3,27.5,335.01,89.28,137650,0,411,0.39,NA,0.95,0.2587,NA,NA,4,NA,33.8,NA,11700,0,0,NA,18,0,25936.286503990414
ac23734e,8670,27.5,337,4730,181,44.6,1420,0.3,3944,1.535,Undersaturated,61600,Weak,0.222,0.79,140,0.238,130,1530,38.2,51,584.38,19.77,4013740,616.01,6868,0.43,0.2282,NA,0.44,NA,NA,4,NA,36.3,123000,7100,NA,138700,16000,14,14,32826.879444325874
529f0cfd,8540,15.8,201,4240,210,37,390,0.6,1391,1.1423,Undersaturated,21700,Medium,0.212,0.67,290,0.187,NA,450,32.7,34.1,146.37,9.17,42421,0,290,0.39,0.23,0.962,NA,NA,NA,3,NA,44.1,49000,1200,0,0,0,10,NA,50040.79379508505
5545ad47,7420,13.3,374,3960,191,35.8,250,0.9,962,1.091,Highly Undersaturated,27200,Medium,0.217,0.86,240,0.202,200,1110,18.8,25,208.3,1.12,39461,0,189,0.32,0.245,0.947,NA,NA,NA,NA,NA,15.3,112000,400,0,0,0,12,0,36537.61327350803
b53d6875,6200,35.7,486,2530,217,18,50,23.1,463,1.04,Undersaturated,53100,Very Strong,0.23,0.67,1310,0.327,950,2650,24,NA,634.63,2954.98,23460,2717.13,37,0.49,NA,NA,0.298,NA,NA,NA,NA,30.3,288100,349700,0,313100,0,7,2,73516.42192706018
a959c373,10720,15.4,173,5050,247,37.6,70,1,245,1.0517,Highly Undersaturated,2100,Very Strong,0.28,0.65,2750,0.154,2160,500,56.4,NA,282.86,1367.05,15043,0,53,0.63,0.2092,NA,0.404,NA,NA,NA,NA,38,42000,172900,0,0,NA,4,NA,117764.65322055446
bb67df5c,6510,19.6,270,4340,164,13.7,90,306.6,1278,1.04,Near Saturation,NA,Weak,0.159,0.68,150,0.42,70,500,12.9,14.9,63.79,733.36,4533,790.19,71,0.49,0.33,0.9632,0.55,3.51,NA,2,3,37.8,54000,59400,NA,60800,0,NA,NA,45056.99325656751
c607febe,4630,28,388,3830,148,42.2,970,0.5,3489,1.35,Undersaturated,95700,Weak,0.162,0.6,70,0.318,70,1000,43.5,52.6,434.42,199.22,4169718,714.62,9598,0.55,0.24,NA,0.298,NA,NA,1,NA,44.7,88000,36200,NA,114900,NA,31,30,14792.085358969709
c17810ac,5200,6.6,180,2800,150,40.6,230,1.1,754,1.076,Highly Undersaturated,36100,Medium,0.214,0.59,200,0.217,170,140,18.8,28.4,27.03,1.29,4583,0,NA,0.35,0.244,NA,0.4,NA,NA,2,2,9.5,17000,900,0,0,NA,7,0,67678.1598954894
9045d6b4,2070,19.8,412,1090,132,27.6,170,5.6,892,1.0594,Undersaturated,101200,Medium,0.124,0.85,210,0.4,110,620,13,14.6,80.85,0.73,22307,0,276,NA,0.2733,0.946,NA,5.05,NA,8,8,11.4,34000,600,0,0,NA,12,0,NA
74e25b83,3210,15.7,379,1770,138,12.5,NA,654.3,78,1.022,Very Highly Undersaturated,55400,Very Strong,0.214,0.77,1260,0.368,NA,840,14.7,14.6,124.12,2792.44,793,2723.72,6,0.46,0.3172,0.813,0.419,NA,NA,NA,47,40.2,76000,243100,NA,230300,0,6,2,72006.13391705265
ae528338,11910,20.8,202,5920,246,20.4,NA,3.6,1778,1.1,Near Saturation,7900,Very Strong,0.273,0.57,2410,0.177,2170,680,42.5,41.8,289.09,1979.59,45900,0,159,0.51,NA,0.681,0.409,NA,2.275,NA,NA,50.2,59000,268900,0,0,0,4,0,NA
35e4df9b,4740,11.7,380,2020,162,19.3,20,32.3,NA,1.027,Highly Undersaturated,40200,Very Strong,0.268,0.57,1530,0.296,1170,700,27,29.7,188.33,916.95,3318,0,18,0.48,0.251,NA,0.443,NA,NA,22,37,48.4,54000,139400,0,0,0,6,0,83686.37365222676
